source_id,designation_aw,tmass_designation,ra,dec,glon,glat,ecl_lat,b_band,parallax,parallax_error,pmra,pmdec,r_med_geo,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,M_G,j_m,h_m,ks_m,w1mpro,w1mpro_error,w2mpro,w2mpro_error,w3mpro,w3mpro_error,w4mpro,w4mpro_error,snr3,snr4,w3snr_aw,w4snr_aw,rmse,t_ds,gamma,gvar,verdict,verdict_reason,flag_v1_w3nm0,flag_v1_w4nm0,flag_v1_w3flg32,flag_v1_w4flg32,ph_qual_aw,ph_qual_as,flag_v2_release_inconsistent,flag_v3_subthreshold,p_chance_1as,v5_centroid,n1_flag,n1_cat,n1_name,n1_sep_as,n1_r_as,n2_score,n2_flag,nebular_flag,w3sky,w4sky,w3conf,w4conf
1710254641533585152,J162518.57+800835.6,16251866+8008353,246.327208,80.143277,113.526448,32.679876,75.083659,outer_b30_50,3.410101,0.049365,-25.001612,28.372858,290.40317,1.014004,16.896769,18.166622,15.788778,9.581762,14.393,13.719,13.512,13.357,0.023,13.218,0.025,11.943,0.147,8.446,0.166,7.385714,6.540361,7.4,6.5,0.107828,130.508475,0.1,0.799148,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.347475,False,False,1252.144,349.177,3.411,3.028
1713205451573388544,J135136.44+762052.9,13513654+7620525,207.901491,76.348072,118.329442,40.237783,69.308177,outer_b30_50,3.842538,0.119553,-36.500327,32.152835,259.29947,1.019651,18.514246,20.125635,17.255194,11.445238,15.489,14.871,14.671,14.409,0.025,14.158,0.029,12.383,0.244,8.686,0.214,4.44959,5.073364,4.5,5.1,0.04693,140.677966,0.157554,0.911182,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.422181,False,False,1260.317,357.403,3.792,3.238
2327490709538068480,J234639.84-294521.5,23463981-2945217,356.665984,-29.756066,18.667386,-75.533579,-25.802535,core_b50,4.088164,0.207871,8.133142,-2.565719,243.18774,1.080188,18.578056,20.556984,17.32213,11.648348,15.437,14.691,14.574,14.31,0.028,13.967,0.036,11.797,0.193,8.302,0.212,5.625389,5.121226,5.6,5.1,0.162554,150.847458,0.197763,0.946686,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AACU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.527361,False,False,2154.202,665.842,1.444,2.153
2399960384213077376,J230203.62-183645.6,23020358-1836460,345.515131,-18.61268,45.843463,-63.473944,-11.451709,core_b50,3.539485,0.07195,37.817949,17.168061,279.72855,0.941243,16.827576,18.079664,15.716105,9.593892,14.263,13.644,13.469,13.225,0.024,13.137,0.031,10.878,0.117,7.778,0.19,9.279487,5.714211,9.3,5.7,0.041584,161.016949,0.116362,0.827309,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.968137,False,False,3014.005,978.033,3.504,1.837
2438616464266702720,J232640.86-074734.4,23264070-0747348,351.670539,-7.792869,72.93824,-62.126682,-3.859595,core_b50,9.488633,0.060795,190.038207,26.780342,104.781975,1.038568,16.552477,18.370378,15.284139,11.451044,13.435,12.777,12.493,12.296,0.023,12.137,0.023,11.377,0.182,7.925,0.216,5.965385,5.026389,6.0,5.0,0.172494,110.169492,0.1,0.984538,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.807704,False,False,3222.209,1084.577,3.744,0.863
2478471596110203008,J012038.59-071037.1,01203856-0710369,20.160879,-7.177066,143.415228,-68.879332,-14.515933,core_b50,3.524447,0.087023,42.127939,-30.356158,281.6623,1.022463,17.136694,18.609926,15.948689,9.88805,14.349,13.675,13.428,13.299,0.025,13.177,0.029,11.659,0.286,8.142,0.246,3.796154,4.413415,3.8,4.4,0.121619,140.677966,0.1,1.089695,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.8, W4 S/N 4.4) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.746357,False,False,2786.95,905.456,8.432,1.836
2493020364033460224,J021728.87-030817.0,02172887-0308167,34.370211,-3.138135,167.256052,-58.399234,-15.929215,core_b50,3.630718,0.194428,-17.090594,-26.09373,270.95825,1.088696,18.237093,19.712145,17.072893,11.072581,15.467,15.028,14.725,14.426,0.028,14.118,0.04,11.586,0.187,8.075,0.194,5.805882,5.596392,5.8,5.6,0.119638,150.847458,0.23012,0.917743,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.537983,False,False,2666.01,846.478,8.23,3.536
2507922427376853376,J015857.67+005624.8,01585767+0056250,29.740353,0.940209,155.711339,-57.569451,-10.500483,core_b50,5.126222,0.061271,-3.752202,-19.180903,193.60384,1.063348,16.534258,18.028923,15.381586,10.099688,13.783,13.141,12.836,12.705,0.023,12.577,0.026,11.213,0.139,8.056,0.204,7.810791,5.322059,7.8,5.3,0.189929,140.677966,0.1,1.245054,CONTAMINATION-CONSISTENT,release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AABU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.955994,False,False,2995.643,980.116,1.569,2.543
2508748293752817664,J014205.11-010209.6,01420514-0102095,25.521344,-1.036064,150.007466,-61.216714,-10.832753,core_b50,5.627495,0.092049,-21.870551,-19.746169,176.72742,1.003779,17.329832,18.805199,16.136814,11.093312,14.544,13.993,13.77,13.486,0.024,13.211,0.03,11.587,0.285,8.273,0.285,3.809474,3.809474,3.8,3.8,0.12387,150.847458,0.1,0.905635,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.8, W4 S/N 3.8) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABC,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.981446,False,False,3026.637,998.538,12.872,2.773
2510223430335944832,J014149.24+002816.8,01414923+0028165,25.455242,0.471319,148.670879,-59.858546,-9.405108,core_b50,5.40488,0.111824,27.107434,13.707518,183.7505,1.034703,17.109917,18.595903,15.90941,10.788774,14.279,13.63,13.437,13.156,0.024,12.909,0.026,11.109,0.133,8.127,0.227,8.163158,4.782819,8.1,4.8,0.087561,161.016949,0.1,0.827864,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.508243,False,False,3081.233,1018.708,5.384,2.563
2542964034753750656,J003936.37-001943.9,00393638-0019435,9.901535,-0.328947,116.394043,-63.050406,-4.224592,core_b50,5.197053,0.037762,-18.357274,-40.327094,190.8566,1.032333,15.652987,16.865818,14.58105,9.249451,13.213,12.537,12.334,12.196,0.023,12.093,0.023,11.365,0.203,7.848,0.258,5.348276,4.20814,5.3,4.2,0.186522,100.0,0.1,0.895767,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.974268,False,False,3394.017,1124.858,4.83,3.544
2568406557725395712,J014741.48+070400.2,01474148+0704002,26.922952,7.066644,146.666917,-53.192963,-3.776805,core_b50,4.445183,0.33074,22.360433,-18.941092,230.01682,1.051164,19.229366,21.421719,17.987526,12.420568,16.06,15.505,14.87,14.961,0.034,14.629,0.066,11.684,0.205,8.413,0.254,5.296098,4.274409,5.3,4.3,0.126414,161.016949,0.288848,0.891877,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.834977,False,False,3263.501,1083.432,7.502,2.248
2570120387115938304,J021221.88+094927.7,02122190+0949279,33.091137,9.824331,153.651548,-48.161516,-3.29302,outer_b30_50,4.168568,0.22052,-22.322614,-19.713043,237.19414,0.899891,18.493732,19.979269,17.298992,11.618212,15.592,15.006,14.933,14.532,0.029,14.348,0.049,12.051,0.277,8.499,0.292,3.919495,3.718151,3.9,3.7,0.158914,140.677966,0.213329,0.850821,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.9, W4 S/N 3.7) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.833282,False,False,3262.38,1085.109,6.871,2.507
2596554673872317056,J224214.07-154710.9,22421407-1547108,340.558749,-15.786471,46.990112,-57.988839,-7.019165,core_b50,3.469797,0.106072,18.145349,-27.905482,285.51648,0.994627,17.49234,18.504856,16.379261,10.214184,14.973,14.402,14.141,13.733,0.038,13.499,0.049,10.382,0.132,7.458,0.304,8.225,3.571382,8.3,3.6,0.153275,181.355932,0.213329,1.131178,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.729507,False,False,3190.563,1056.81,7.484,2.637
2631872774062629120,J231434.71-063644.8,23143468-0636440,348.644619,-6.612534,70.252524,-59.18103,-1.596084,core_b50,3.978345,0.073321,13.680318,-55.716174,248.87025,0.985755,16.75022,18.072523,15.603536,9.770355,14.071,13.489,13.221,13.049,0.023,12.902,0.028,11.892,0.295,8.198,0.302,3.680339,3.595033,3.7,3.6,0.094349,120.338983,0.1,0.834663,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.7, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AACC,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.847381,False,False,3239.712,1095.906,3.951,4.193
2644370304260053376,J233532.45-000424.7,23353248-0004242,353.88516,-0.073612,85.8413,-57.374783,2.360856,core_b50,3.968594,0.066879,-47.484997,-49.645609,249.95474,1.01213,16.482033,17.698584,15.389878,9.492726,14.024,13.349,13.085,12.954,0.024,12.835,0.026,11.508,0.218,8.273,0.31,4.980275,3.502258,5.0,3.5,0.175986,130.508475,0.1,0.932637,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.533282,False,False,3092.008,1032.331,5.163,3.357
2660349163149053824,J232751.31+050626.3,23275133+0506264,351.963728,5.107262,87.728024,-51.958203,7.877941,core_b50,4.695673,0.151392,-30.673712,-21.611354,211.54053,0.975077,17.66151,19.078127,16.501879,11.034542,14.982,14.337,14.184,13.805,0.026,13.523,0.035,10.663,0.104,7.821,0.227,10.439423,4.782819,10.4,4.8,0.135012,181.355932,0.183332,0.825342,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.139985,False,False,2868.825,946.318,6.763,2.258
2734097329329883904,J221507.79+133646.9,22150772+1336470,333.782594,13.613043,75.028387,-34.344498,22.75145,outer_b30_50,5.882937,0.081069,71.676474,-3.450375,168.45355,1.055954,16.797747,18.370918,15.598797,10.665346,13.96,13.423,13.114,12.943,0.026,12.721,0.025,11.379,0.184,8.121,0.269,5.900543,4.036059,5.9,4.0,0.127078,140.677966,0.1,0.901617,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.54795,False,False,2163.108,655.56,5.052,2.794
2736678188062952576,J224003.43+164557.0,22400345+1645573,340.014296,16.765785,83.142282,-35.760391,23.255514,outer_b30_50,3.440375,0.071677,-25.369916,-43.319247,286.9535,0.977397,16.796381,18.063328,15.679469,9.507323,14.238,13.634,13.337,13.195,0.024,13.086,0.028,12.048,0.299,8.493,0.297,3.631104,3.655556,3.6,3.7,0.141073,120.338983,0.1,0.837378,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.6, W4 S/N 3.7) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AACC,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.202727,False,False,2000.99,618.309,1.025,0.455
2737578756804756096,J222144.93+173523.0,22214490+1735229,335.437253,17.589739,79.606168,-32.409369,25.777851,outer_b30_50,4.315666,0.117919,23.764407,7.10131,230.2017,1.021797,17.854479,19.609747,16.621874,11.043936,14.84,14.223,13.939,13.721,0.025,13.522,0.031,11.42,0.177,8.592,0.277,6.133898,3.919495,6.1,3.9,0.107686,181.355932,0.1,0.969174,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.314611,False,False,2052.136,634.328,7.205,2.652
2809560759418357376,J003856.72+273132.2,00385673+2731324,9.73644,27.525608,119.539679,-35.263848,21.36783,outer_b30_50,6.454409,0.0977,12.282116,-16.086292,153.89525,0.898017,17.340748,19.125322,16.08524,11.404622,14.301,13.667,13.389,13.204,0.025,12.984,0.026,12.094,0.283,8.516,0.294,3.836396,3.692857,3.8,3.7,0.107929,120.338983,0.1,1.10786,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.8, W4 S/N 3.7) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.572693,False,False,2174.351,664.628,5.416,3.316
2852394365182884096,J234407.97+252751.9,23440799+2527516,356.033327,25.464456,104.3349,-34.964998,24.791409,outer_b30_50,4.26319,0.155605,0.855657,15.864067,233.01631,1.009909,18.398613,20.123512,17.140234,11.561681,15.485,14.66,14.505,14.192,0.028,13.973,0.037,11.729,0.224,8.291,0.259,4.846875,4.191892,4.9,4.2,0.090056,150.847458,0.183332,0.98575,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.9, W4 S/N 4.2) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.054091,False,False,1935.994,590.454,4.581,3.461
2865057273096898560,J234744.08+272517.1,23474411+2725176,356.933645,27.421359,105.980523,-33.344795,26.194266,outer_b30_50,6.871231,0.038493,-28.591834,-47.238907,144.32812,1.0181,15.916254,17.283495,14.770707,10.119499,13.24,12.647,12.458,12.279,0.025,12.125,0.022,11.442,0.175,7.887,0.175,6.204,6.204,6.2,6.2,0.146367,100.0,0.1,0.901888,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd",False,True,False,False,AABB,AABC,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.054181,False,False,1936.169,581.69,0.0,2.026
2977470860885662464,J044652.95-201648.0,04465298-2016474,71.720596,-20.280112,219.137705,-36.138875,-42.244742,outer_b30_50,4.076093,0.027628,-27.130764,-63.474375,242.99657,1.00404,15.519878,16.546377,14.522682,8.591877,13.24,12.579,12.378,12.29,0.023,12.225,0.023,11.947,0.242,8.038,0.21,4.486364,5.17,4.5,5.2,0.184181,100.0,0.1,0.710145,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.049869,False,False,1404.005,402.675,8.299,3.957
3173840235993071104,J044826.46-133718.3,04482644-1337179,72.110307,-13.621802,211.767621,-33.341215,-35.730572,outer_b30_50,5.889256,0.160611,25.64133,-26.495374,168.3504,1.026002,18.456375,20.307379,17.164825,12.325304,15.232,14.698,14.312,14.142,0.025,13.958,0.033,12.196,0.302,8.736,0.299,3.595033,3.631104,3.6,3.6,0.056606,140.677966,0.1354,0.845433,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.6, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AAUU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.030455,False,False,1596.503,459.373,8.429,2.978
3190232820489766656,J040207.77-105440.7,04020775-1054411,60.532488,-10.911313,202.548025,-42.435655,-30.91241,outer_b30_50,3.623282,0.075788,33.957186,30.111591,274.7539,1.056056,17.008062,18.085651,15.880046,9.813343,14.467,13.841,13.625,13.427,0.025,13.175,0.028,10.892,0.105,8.393,0.299,10.34,3.631104,10.3,3.6,0.144821,181.355932,0.1,0.898407,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAB,AAAB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.332766,False,False,1723.483,508.568,6.186,2.296
3198038872012308480,J043035.30-074132.2,04303529-0741319,67.647101,-7.692342,203.023657,-34.721789,-29.168879,outer_b30_50,4.389797,0.097761,9.985941,-26.034934,226.80501,1.374052,17.125854,18.55016,15.917126,10.347591,14.376,13.804,13.525,13.339,0.024,13.155,0.028,11.973,0.293,8.102,0.243,3.705461,4.467901,3.7,4.5,0.042877,130.508475,0.107871,1.812208,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.7, W4 S/N 4.5) — the excess is at the instrument floor, candidate I's failure mode",False,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.0,False,False,1764.544,520.669,3.151,1.435
3249122319675731072,J033200.95-033346.1,03320096-0333462,53.004014,-3.562808,188.480866,-45.019413,-21.968474,outer_b30_50,4.867277,0.049607,-3.110991,7.306971,203.24161,1.017608,16.201141,17.558046,15.064475,9.661078,13.523,12.889,12.677,12.492,0.023,12.361,0.024,11.85,0.28,8.32,0.3,3.8775,3.619,3.9,3.6,0.19025,100.0,0.1,0.981063,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 3.9, W4 S/N 3.6) — the excess is at the instrument floor, candidate I's failure mode",True,False,False,False,AABB,AABB,False,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.400759,False,False,2097.676,635.856,8.443,3.012
3265154638022282496,J031328.24-015110.7,03132823-0151103,48.367666,-1.852972,182.41257,-47.633085,-19.075812,outer_b30_50,3.386363,0.176084,8.159872,-19.006653,296.54175,1.065202,18.288445,19.830427,17.082972,10.928016,15.444,14.755,14.469,14.218,0.026,13.822,0.036,10.895,0.135,8.049,0.256,8.042222,4.241016,8.1,4.2,0.1461,181.355932,0.213329,0.848085,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.000874,False,False,2282.913,699.817,6.046,0.0
3489903885710438528,J121518.60-233359.0,12151860-2333582,183.827513,-23.566519,292.328121,38.56022,-20.028255,outer_b30_50,6.342501,0.171773,6.13897,-65.059729,156.21465,1.073595,18.334118,20.307175,17.000904,12.365509,14.85,14.358,14.013,13.732,0.026,13.475,0.032,11.739,0.239,8.398,0.266,4.542678,4.081579,4.5,4.1,0.125199,150.847458,0.1354,1.131794,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.5, W4 S/N 4.1) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AABU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.755012,False,False,2262.112,698.776,5.549,2.15
3496509309189181184,J124512.94-265202.7,12451293-2652016,191.303924,-26.867577,301.217018,35.983454,-20.186963,outer_b30_50,6.934053,0.05938,-5.71726,-88.759913,142.94646,1.0318,15.996161,17.559696,14.76953,10.220294,13.055,12.402,12.2,11.993,0.024,11.807,0.023,10.023,0.048,6.811,0.066,22.61875,16.45,22.5,16.6,0.183191,161.016949,0.1,1.028636,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAA,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.568449,False,False,2172.273,671.279,7.691,2.623
3510721115452412032,J130930.30-182949.4,13093036-1829498,197.376207,-18.497051,308.90781,44.164965,-10.277717,outer_b30_50,9.857709,0.123426,-71.066052,27.553066,101.60467,1.063236,17.63484,19.672188,16.311108,12.600272,14.348,13.779,13.43,13.243,0.024,13.01,0.026,11.275,0.141,8.223,0.223,7.7,4.86861,7.7,4.9,0.061933,161.016949,0.1,1.137226,CONTAMINATION-CONSISTENT,release-inconsistent: W3 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE,False,False,False,False,AABB,AAUU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.636876,False,False,2717.676,881.391,3.146,1.919
3511149474016439808,J131321.63-174127.6,13132164-1741278,198.340047,-17.690984,310.308068,44.866565,-9.181561,outer_b30_50,6.119253,0.38083,-24.598499,10.927359,164.42355,1.066067,19.459106,20.956636,18.107237,13.379286,15.872,15.274,14.792,14.711,0.03,14.479,0.051,11.422,0.145,8.474,0.252,7.487586,4.308333,7.5,4.3,0.18236,171.186441,0.248233,0.762771,CONTAMINATION-CONSISTENT,"w4nm = 0: never detected in a single exposure, only in the coadd; release-inconsistent: W4 is a non-detection ('U') in the WISE All-Sky reduction of the same photons but 'B' in AllWISE",False,True,False,False,AABB,AACU,True,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.045917,False,False,2780.584,909.343,2.405,1.332
3511832820492304256,J130508.50-172010.3,13050851-1720104,196.285401,-17.336228,307.592747,45.411471,-9.608307,outer_b30_50,4.356079,0.079153,-19.982804,-0.480612,227.42924,0.953029,16.981983,18.519337,15.779098,10.197751,14.071,13.472,13.167,13.065,0.024,12.83,0.026,11.802,0.224,7.933,0.17,4.846875,6.386471,4.8,6.4,0.162858,130.508475,0.1,0.928587,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.023421,False,False,2749.59,896.29,0.0,0.0
3524696419343214848,J130312.52-145610.1,13031262-1456092,195.80197,-14.936256,307.169594,47.838626,-7.574519,outer_b30_50,5.697184,0.09709,-125.964056,-74.802343,173.24097,1.059005,17.12792,18.730572,16.00781,10.934667,14.333,13.813,13.588,13.387,0.024,13.173,0.028,12.075,0.3,8.256,0.205,3.619,5.296098,3.6,5.3,0.093204,120.338983,0.107871,0.93237,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.114561,False,False,2847.82,938.179,8.586,3.433
3552735104018752896,J105637.20-184329.8,10563718-1843292,164.155042,-18.725043,268.538676,36.364171,-23.415431,outer_b30_50,4.687093,0.032391,17.247671,-50.962852,211.52913,1.075559,15.204726,16.183447,14.228506,8.577875,13.006,12.368,12.168,12.045,0.023,12.008,0.024,10.131,0.066,6.897,0.079,16.45,13.743038,16.5,13.8,0.108875,140.677966,0.1,0.781888,INDETERMINATE,"passes every gate that could be applied, but a VALID centroid measurement (the peak-search axis fails its own validity check at scale -- M3 Sec 3.2) unavailable — nothing in the archive moves this object either way",False,False,False,False,AAAA,AAAA,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.198031,False,False,1992.061,617.699,6.236,2.773
3609133689676051456,J131927.12-134318.0,13192707-1343174,199.863042,-13.721769,313.247684,48.588063,-4.952911,outer_b30_50,6.283818,0.148573,48.764835,-56.312727,158.35934,1.023562,18.030912,19.91939,16.783564,12.032694,15.013,14.456,14.193,13.992,0.027,13.755,0.035,11.878,0.23,8.573,0.269,4.720435,4.036059,4.7,4.0,0.102787,150.847458,0.116362,0.996156,SUB-THRESHOLD,"both excess bands below WISE's own 5σ standard (W3 S/N 4.7, W4 S/N 4.0) — the excess is at the instrument floor, candidate I's failure mode",False,True,False,False,AABB,AACU,True,True,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.287365,False,False,2971.399,984.678,6.391,2.766
3610982209240790272,J132621.03-120605.6,13262111-1206051,201.58746,-12.101686,316.239768,49.865823,-2.82293,outer_b30_50,4.307824,0.086134,-113.366771,-42.698917,229.37845,1.009655,17.054375,18.36236,15.931759,10.251612,14.455,13.922,13.832,13.562,0.025,13.348,0.029,11.867,0.246,8.071,0.2,4.413415,5.4285,4.4,5.4,0.116926,130.508475,0.116362,0.886799,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.463174,False,False,3061.44,1019.899,2.718,1.56
3611246366909505152,J132534.98-111920.8,13253500-1119203,201.395686,-11.322574,316.207188,50.666974,-2.168825,core_b50,6.589717,0.058654,-33.031222,-54.42758,150.97495,0.966314,16.193502,17.66312,15.014368,10.298978,13.37,12.799,12.52,12.378,0.023,12.22,0.024,11.681,0.218,8.148,0.234,4.980275,4.639744,5.0,4.6,0.167918,100.0,0.1,0.876237,CONTAMINATION-CONSISTENT,w3nm = 0: never detected in a single exposure,True,False,False,False,AABB,AABB,False,False,1e-06,"RETIRED (M5 PR-5) — not measured, not usable near the floor",False,,,,,0.629815,False,False,3104.894,1051.833,7.409,2.336
