rank,tier,tier_label,object,n_tracklets,tracklets,obs_codes,n_new_obs,arc_extension_days,deepest_dt_years,joint_rms_arcsec,baseline_rms_arcsec,sigma_a_ratio,gates,skybot,ambiguity,provenance,itf_status,pointed_screen,link_keys,why_real
576,C,"single tracklet, named caveat",2025 MM113,1,H451825@T09/n57551,T09,3,3295.7,-9.99,0.13659,0.13929,,"strict=Y published=Y tracklet-used=3/3 sep=30.7""/gate=397.4""","lost-object claimant: 2014 EW319 (err 1287715.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk914f437e0cf346f7,"3-observation T09 tracklet 10.0 y from the orbit epoch fits jointly with the object's whole published record at 0.13659"" (baseline 0.13929"") with every observation used (3/3); coarse separation 30.7"" inside a 397.4"" gate; extends the published arc by 3296 d. lost-object ambiguity"
577,C,"single tracklet, named caveat",2025 HO61,1,N369955@W84/n57511,W84,5,3282.1,-10.1,0.074929,0.07516,,"strict=Y published=Y tracklet-used=5/5 sep=4.9""/gate=1813.3""","lost-object claimant: 2022 UE132 (err 19906.93"")","STILL_AMBIGUOUS (1 claimant(s) fitted, claimant_fit_also_passes)",M8,STILL_LIVE,clean,lk343929c586df232c,"5-observation W84 tracklet 10.1 y from the orbit epoch fits jointly with the object's whole published record at 0.074929"" (baseline 0.07516"") with every observation used (5/5); coarse separation 4.9"" inside a 1813.3"" gate; extends the published arc by 3282 d. lost-object ambiguity"
578,C,"single tracklet, named caveat",2025 OG34,1,P10vMnK@F51/n57573,F51,4,3257.8,-9.93,0.11309,0.10947,,"strict=Y published=Y tracklet-used=4/4 sep=4.2""/gate=208.3""","object itself present; lost-object claimant: 2025 AU18 (err 284145.0""); 2006 AC76 (err 967845000.0"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M9-partitions,STILL_LIVE,clean,lkb4515efe96116051,"4-observation F51 tracklet 9.9 y from the orbit epoch fits jointly with the object's whole published record at 0.11309"" (baseline 0.10947"") with every observation used (4/4); coarse separation 4.2"" inside a 208.3"" gate; extends the published arc by 3258 d. lost-object ambiguity"
579,C,"single tracklet, named caveat",2025 PL84,1,P10wQzP@F51/n57627,F51,4,3257.1,-9.78,0.102,0.091792,,"strict=Y published=Y tracklet-used=4/4 sep=110.8""/gate=1757.9""","lost-object claimant: 2015 KT384 (err 960955.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk59790b1de821109d,"4-observation F51 tracklet 9.8 y from the orbit epoch fits jointly with the object's whole published record at 0.102"" (baseline 0.091792"") with every observation used (4/4); coarse separation 110.8"" inside a 1757.9"" gate; extends the published arc by 3257 d. lost-object ambiguity"
580,C,"single tracklet, named caveat",2025 PJ285,1,H239770@T09/n57638,T09,5,3247.1,-9.75,0.08874,0.091725,,"strict=Y published=Y tracklet-used=5/5 sep=10.6""/gate=1753.0""","lost-object claimant: 2024 OG9 (err 14999.05""); 2016 RD103 (err 873330.0"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M9-partitions,STILL_LIVE,clean,lk48803d52c05b1d66,"5-observation T09 tracklet 9.8 y from the orbit epoch fits jointly with the object's whole published record at 0.08874"" (baseline 0.091725"") with every observation used (5/5); coarse separation 10.6"" inside a 1753.0"" gate; extends the published arc by 3247 d. lost-object ambiguity"
581,C,"single tracklet, named caveat",2025 PL99,1,XRAE6A3@G96/n57633,G96,4,3240.9,-9.76,0.13663,0.034965,,"strict=Y published=Y tracklet-used=4/4 sep=51.7""/gate=1755.2""","lost-object claimant: 2016 NE202 (err 511985.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk99947120e5473204,"4-observation G96 tracklet 9.8 y from the orbit epoch fits jointly with the object's whole published record at 0.13663"" (baseline 0.034965"") with every observation used (4/4); coarse separation 51.7"" inside a 1755.2"" gate; extends the published arc by 3241 d. lost-object ambiguity"
582,C,"single tracklet, named caveat",2025 NH502,1,P10wYV7@F51/n57639,F51,3,3225.0,-9.75,0.086851,0.070001,,"strict=Y published=Y tracklet-used=3/3 sep=38.0""/gate=1752.6""","lost-object claimant: 2016 PX277 (err 56928.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-partitions,STILL_LIVE,clean,lk38a5dc5a85028a41,"3-observation F51 tracklet 9.8 y from the orbit epoch fits jointly with the object's whole published record at 0.086851"" (baseline 0.070001"") with every observation used (3/3); coarse separation 38.0"" inside a 1752.6"" gate; extends the published arc by 3225 d. lost-object ambiguity"
583,C,"single tracklet, named caveat",2025 MC212,1,H254277@T09/n57638,T09,6,3208.9,-9.75,0.079301,0.091642,,"strict=Y published=Y tracklet-used=6/6 sep=20.2""/gate=1753.0""","lost-object claimant: 2023 HU (err 94585.5""); 2014 EN346 (err 3013450.0"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M8,STILL_LIVE,clean,lkd4722ac3babb0b11,"6-observation T09 tracklet 9.8 y from the orbit epoch fits jointly with the object's whole published record at 0.079301"" (baseline 0.091642"") with every observation used (6/6); coarse separation 20.2"" inside a 1753.0"" gate; extends the published arc by 3209 d. lost-object ambiguity"
584,C,"single tracklet, named caveat",2025 ML165,1,H372803@T09/n57755,T09,4,3091.6,-9.43,0.11079,0.098669,,"strict=Y published=Y tracklet-used=4/4 sep=17.8""/gate=1701.2""","lost-object claimant: 2017 BF238 (err 1568280.0""); 2017 BH261 (err 127224.0"")",RESOLVED_TO_CANDIDATE (3 claimant(s) fitted),M8,STILL_LIVE,clean,lkff9addc954a84bc0,"4-observation T09 tracklet 9.4 y from the orbit epoch fits jointly with the object's whole published record at 0.11079"" (baseline 0.098669"") with every observation used (4/4); coarse separation 17.8"" inside a 1701.2"" gate; extends the published arc by 3092 d. lost-object ambiguity"
585,C,"single tracklet, named caveat",2025 MK175,1,H201525@T09/n57807,T09,3,3039.7,-9.29,0.074919,0.057216,,"strict=Y published=Y tracklet-used=3/3 sep=98.2""/gate=1678.2""","lost-object claimant: 2017 CE64 (err 141027.5"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk102e30f3be87672d,"3-observation T09 tracklet 9.3 y from the orbit epoch fits jointly with the object's whole published record at 0.074919"" (baseline 0.057216"") with every observation used (3/3); coarse separation 98.2"" inside a 1678.2"" gate; extends the published arc by 3040 d. lost-object ambiguity"
586,C,"single tracklet, named caveat",2025 OU459,1,P10BXhb@F51/n57960,F51,4,2913.8,-8.87,0.065354,0.060171,,"strict=Y published=Y tracklet-used=4/4 sep=34.4""/gate=1610.7""","lost-object claimant: 2025 MD23 (err 8013.4""); 2007 HP (err 347265.0"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M8,STILL_LIVE,clean,lk7f3a3e8518774ca7,"4-observation F51 tracklet 8.9 y from the orbit epoch fits jointly with the object's whole published record at 0.065354"" (baseline 0.060171"") with every observation used (4/4); coarse separation 34.4"" inside a 1610.7"" gate; extends the published arc by 2914 d. lost-object ambiguity"
587,C,"single tracklet, named caveat",2025 MY305,1,P10ErXG@F51/n58054,F51,3,2792.8,-8.61,0.093226,0.084319,,"strict=Y published=Y tracklet-used=3/3 sep=52.3""/gate=1569.1""","lost-object claimant: 2015 KG382 (err 260786.5"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkafdb943824c41fbf,"3-observation F51 tracklet 8.6 y from the orbit epoch fits jointly with the object's whole published record at 0.093226"" (baseline 0.084319"") with every observation used (3/3); coarse separation 52.3"" inside a 1569.1"" gate; extends the published arc by 2793 d. lost-object ambiguity"
588,C,"single tracklet, named caveat",2026 DR31,1,ZV91135@G96/n58423,G96,4,2667.0,-7.6,0.10225,0.061797,,"strict=Y published=Y tracklet-used=4/4 sep=4.3""/gate=1401.7""","nearest other 39.976""",none,M8,STILL_LIVE,clean,lkbc1aeaf9d78e3c48,"4-observation G96 tracklet 7.6 y from the orbit epoch fits jointly with the object's whole published record at 0.10225"" (baseline 0.061797"") with every observation used (4/4); coarse separation 4.3"" inside a 1401.7"" gate; extends the published arc by 2667 d. joint fit with sibling DEMOTED (M9 section 6): read as weakened"
589,C,"single tracklet, named caveat",2025 NF72,1,H308580@T09/n58195,T09,3,2661.9,-8.23,0.085127,0.084555,,"strict=Y published=Y tracklet-used=3/3 sep=12.0""/gate=358.8""","lost-object claimant: 2001 FG225 (err 406.26""); 2024 UY12 (err 15053.0"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M8,STILL_LIVE,clean,lk4003e1da168df077,"3-observation T09 tracklet 8.2 y from the orbit epoch fits jointly with the object's whole published record at 0.085127"" (baseline 0.084555"") with every observation used (3/3); coarse separation 12.0"" inside a 358.8"" gate; extends the published arc by 2662 d. lost-object ambiguity"
590,C,"single tracklet, named caveat",2026 DR31,1,ZVB2989@G96/n58432,G96,4,2658.0,-7.58,0.2046,0.061797,,"strict=Y published=Y tracklet-used=4/4 sep=106.3""/gate=1397.4""","nearest other 330.57""",none,M9-extension,STILL_LIVE,clean,lkfe6221249c0b9664,"4-observation G96 tracklet 7.6 y from the orbit epoch fits jointly with the object's whole published record at 0.2046"" (baseline 0.061797"") with every observation used (4/4); coarse separation 106.3"" inside a 1397.4"" gate; extends the published arc by 2658 d. joint fit with sibling DEMOTED (M9 section 6): read as weakened"
591,C,"single tracklet, named caveat",2026 EQ72,1,P10LlDR@F51/n58493,F51,3,2618.9,-7.41,0.068199,0.031345,,"strict=Y published=Y tracklet-used=3/3 sep=51.8""/gate=1368.5""","lost-object claimant: 2022 QN252 (err 40268.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk7ba3994f3111b44f,"3-observation F51 tracklet 7.4 y from the orbit epoch fits jointly with the object's whole published record at 0.068199"" (baseline 0.031345"") with every observation used (3/3); coarse separation 51.8"" inside a 1368.5"" gate; extends the published arc by 2619 d. lost-object ambiguity"
592,C,"single tracklet, named caveat",2025 RT32,1,P10IUyP@F51/n58341,F51,3,2560.6,-7.83,0.10619,0.1027,,"strict=Y published=Y tracklet-used=3/3 sep=106.6""/gate=1440.3""","lost-object claimant: 2025 DX63 (err 90420.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk04113aa2fcfb8a58,"3-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10619"" (baseline 0.1027"") with every observation used (3/3); coarse separation 106.6"" inside a 1440.3"" gate; extends the published arc by 2561 d. lost-object ambiguity"
593,C,"single tracklet, named caveat",2026 DV36,1,P10MHh1@F51/n58577,F51,3,2517.7,-7.18,0.031303,0.031972,,"strict=Y published=Y tracklet-used=3/3 sep=92.6""/gate=1328.8""","lost-object claimant: 2015 FL462 (err 6830.15"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lkaf52187d13fdb985,"3-observation F51 tracklet 7.2 y from the orbit epoch fits jointly with the object's whole published record at 0.031303"" (baseline 0.031972"") with every observation used (3/3); coarse separation 92.6"" inside a 1328.8"" gate; extends the published arc by 2518 d. lost-object ambiguity"
594,C,"single tracklet, named caveat",2025 MR187,1,P10Jg1w@F51/n58348,F51,4,2498.7,-7.81,0.10946,0.098688,,"strict=Y published=Y tracklet-used=4/4 sep=117.0""/gate=1437.0""","lost-object claimant: 2018 RA88 (err 36947.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lkefb3e2d904b71c00,"4-observation F51 tracklet 7.8 y from the orbit epoch fits jointly with the object's whole published record at 0.10946"" (baseline 0.098688"") with every observation used (4/4); coarse separation 117.0"" inside a 1437.0"" gate; extends the published arc by 2499 d. lost-object ambiguity"
595,C,"single tracklet, named caveat",2025 OF53,1,ZTAB8E8@G96/n58396,G96,4,2478.9,-7.68,0.10672,0.079339,,"strict=Y published=Y tracklet-used=4/4 sep=14.3""/gate=343.1""","lost-object claimant: 2020 BH73 (err 610.835"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkd71742800dd9abb2,"4-observation G96 tracklet 7.7 y from the orbit epoch fits jointly with the object's whole published record at 0.10672"" (baseline 0.079339"") with every observation used (4/4); coarse separation 14.3"" inside a 343.1"" gate; extends the published arc by 2479 d. lost-object ambiguity"
596,C,"single tracklet, named caveat",2025 MQ287,1,ZTA92C4@G96/n58396,G96,4,2451.1,-7.68,0.24874,0.078339,,"strict=Y published=Y tracklet-used=4/4 sep=99.9""/gate=1414.4""","lost-object claimant: 2023 SM41 (err 2419.45""); 2016 FB99 (err 105167.0"")","STILL_AMBIGUOUS (2 claimant(s) fitted, claimant_fit_also_passes)",M9-extension,STILL_LIVE,clean,lk3e69844da29a49ff,"4-observation G96 tracklet 7.7 y from the orbit epoch fits jointly with the object's whole published record at 0.24874"" (baseline 0.078339"") with every observation used (4/4); coarse separation 99.9"" inside a 1414.4"" gate; extends the published arc by 2451 d. lost-object ambiguity"
597,C,"single tracklet, named caveat",2025 NM28,1,H272823@T09/n58494,T09,4,2362.8,-7.41,0.054876,0.049471,,"strict=Y published=Y tracklet-used=4/4 sep=70.3""/gate=1368.0""","lost-object claimant: 2021 TQ161 (err 2634.7"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lkd8a87ffb84e1b448,"4-observation T09 tracklet 7.4 y from the orbit epoch fits jointly with the object's whole published record at 0.054876"" (baseline 0.049471"") with every observation used (4/4); coarse separation 70.3"" inside a 1368.0"" gate; extends the published arc by 2363 d. lost-object ambiguity"
598,C,"single tracklet, named caveat",2025 PZ251,1,P10M7or@F51/n58518,F51,3,2355.8,-7.34,0.082814,0.074867,,"strict=Y published=Y tracklet-used=3/3 sep=10.1""/gate=1356.7""","lost-object claimant: 2014 EU181 (err 483385.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-partitions,STILL_LIVE,clean,lk35590b9e60e5fefe,"3-observation F51 tracklet 7.3 y from the orbit epoch fits jointly with the object's whole published record at 0.082814"" (baseline 0.074867"") with every observation used (3/3); coarse separation 10.1"" inside a 1356.7"" gate; extends the published arc by 2356 d. lost-object ambiguity"
599,C,"single tracklet, named caveat",2025 MX224,1,P10Mtf5@F51/n58576,F51,3,2270.9,-7.18,0.061013,0.057233,,"strict=Y published=Y tracklet-used=3/3 sep=34.3""/gate=1329.3""","lost-object claimant: 2020 PK112 (err 69213.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lka387c0e9dc3f1797,"3-observation F51 tracklet 7.2 y from the orbit epoch fits jointly with the object's whole published record at 0.061013"" (baseline 0.057233"") with every observation used (3/3); coarse separation 34.3"" inside a 1329.3"" gate; extends the published arc by 2271 d. lost-object ambiguity"
600,C,"single tracklet, named caveat",2025 OG82,1,H253525@T09/n58577,T09,3,2253.9,-7.18,0.06693,0.068644,,"strict=Y published=Y tracklet-used=3/3 sep=8.3""/gate=326.7""","lost-object claimant: 2020 PO105 (err 21451.45"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk1fe85b357d290556,"3-observation T09 tracklet 7.2 y from the orbit epoch fits jointly with the object's whole published record at 0.06693"" (baseline 0.068644"") with every observation used (3/3); coarse separation 8.3"" inside a 326.7"" gate; extends the published arc by 2254 d. lost-object ambiguity"
601,C,"single tracklet, named caveat",2025 NC64,1,P10NG5w@F51/n58611,F51,3,2245.9,-7.09,0.065138,0.060602,,"strict=Y published=Y tracklet-used=3/3 sep=36.9""/gate=1312.7""","lost-object claimant: 2022 AW49 (err 8905.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkc605173408d923a1,"3-observation F51 tracklet 7.1 y from the orbit epoch fits jointly with the object's whole published record at 0.065138"" (baseline 0.060602"") with every observation used (3/3); coarse separation 36.9"" inside a 1312.7"" gate; extends the published arc by 2246 d. lost-object ambiguity"
602,C,"single tracklet, named caveat",2025 MS119,1,P10NShZ@F51/n58614,F51,4,2232.8,-7.08,0.082434,0.08119,,"strict=Y published=Y tracklet-used=4/4 sep=15.1""/gate=1311.3""","lost-object claimant: 2023 TM100 (err 10537.25"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk54b1cd308e52d425,"4-observation F51 tracklet 7.1 y from the orbit epoch fits jointly with the object's whole published record at 0.082434"" (baseline 0.08119"") with every observation used (4/4); coarse separation 15.1"" inside a 1311.3"" gate; extends the published arc by 2233 d. lost-object ambiguity"
603,C,"single tracklet, named caveat",2025 OX516,1,P10Qcl3@F51/n58693,F51,2,2180.8,-6.86,0.079856,0.067794,,"strict=Y published=Y tracklet-used=2/2 sep=25.3""/gate=1274.0""","lost-object claimant: 2006 BO6 (err 24425.5"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk3f5a9c79351d8fdd,"2-observation F51 tracklet 6.9 y from the orbit epoch fits jointly with the object's whole published record at 0.079856"" (baseline 0.067794"") with every observation used (2/2); coarse separation 25.3"" inside a 1274.0"" gate; extends the published arc by 2181 d. lost-object ambiguity"
604,C,"single tracklet, named caveat",2025 PN27,1,H308708@T09/n58821,T09,3,2080.6,-6.51,0.096467,0.071536,,"strict=Y published=Y tracklet-used=3/3 sep=65.0""/gate=1213.4""","lost-object claimant: 2022 WQ38 (err 4707.1"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk055a91c359be37da,"3-observation T09 tracklet 6.5 y from the orbit epoch fits jointly with the object's whole published record at 0.096467"" (baseline 0.071536"") with every observation used (3/3); coarse separation 65.0"" inside a 1213.4"" gate; extends the published arc by 2081 d. lost-object ambiguity"
605,C,"single tracklet, named caveat",2025 PP145,1,H373171@T09/n58851,T09,3,2022.7,-6.43,0.079026,0.079621,,"strict=Y published=Y tracklet-used=3/3 sep=24.4""/gate=301.0""","lost-object claimant: 2022 QA53 (err 2700.6""); 2021 PH10 (err 9562.3"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk7835e0a4bc4994f4,"3-observation T09 tracklet 6.4 y from the orbit epoch fits jointly with the object's whole published record at 0.079026"" (baseline 0.079621"") with every observation used (3/3); coarse separation 24.4"" inside a 301.0"" gate; extends the published arc by 2023 d. lost-object ambiguity"
606,C,"single tracklet, named caveat",2026 EK95,1,P1180iJ@F51/n59137,F51,3,1976.8,-5.65,0.084615,0.075199,,"strict=Y published=Y tracklet-used=3/3 sep=43.8""/gate=1053.3""","lost-object claimant: 2020 TD65 (err 24598.5"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkdba6c81c20d7d276,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.084615"" (baseline 0.075199"") with every observation used (3/3); coarse separation 43.8"" inside a 1053.3"" gate; extends the published arc by 1977 d. lost-object ambiguity"
607,C,"single tracklet, named caveat",2025 MA237,1,P10X74D@F51/n58874,F51,3,1972.7,-6.37,0.12692,0.11165,,"strict=Y published=Y tracklet-used=3/3 sep=46.6""/gate=1186.7""","lost-object claimant: 2014 HN500 (err 543015.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk8eedff8bca498158,"3-observation F51 tracklet 6.4 y from the orbit epoch fits jointly with the object's whole published record at 0.12692"" (baseline 0.11165"") with every observation used (3/3); coarse separation 46.6"" inside a 1186.7"" gate; extends the published arc by 1973 d. lost-object ambiguity"
608,C,"single tracklet, named caveat",2025 MD104,1,P10Zc4l@F51/n58960,F51,3,1886.7,-6.13,0.10123,0.084941,,"strict=Y published=Y tracklet-used=3/3 sep=82.8""/gate=1143.1""","lost-object claimant: 2021 UZ6 (err 51455.5"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lke676479608c37c37,"3-observation F51 tracklet 6.1 y from the orbit epoch fits jointly with the object's whole published record at 0.10123"" (baseline 0.084941"") with every observation used (3/3); coarse separation 82.8"" inside a 1143.1"" gate; extends the published arc by 1887 d. lost-object ambiguity"
609,C,"single tracklet, named caveat",2025 MS389,1,P110hrS@F51/n58984,F51,4,1871.7,-6.07,0.084544,0.084313,,"strict=Y published=Y tracklet-used=4/4 sep=89.9""/gate=1130.9""","lost-object claimant: 2021 SS27 (err 981.12"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-partitions,STILL_LIVE,clean,lk3132fa57977263c5,"4-observation F51 tracklet 6.1 y from the orbit epoch fits jointly with the object's whole published record at 0.084544"" (baseline 0.084313"") with every observation used (4/4); coarse separation 89.9"" inside a 1130.9"" gate; extends the published arc by 1872 d. lost-object ambiguity"
610,C,"single tracklet, named caveat",2025 MY243,1,P110CZP@F51/n58989,F51,3,1857.8,-6.05,0.088763,0.062296,,"strict=Y published=Y tracklet-used=3/3 sep=39.6""/gate=1128.4""","lost-object claimant: 2021 RM199 (err 19346.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lka0035e397b421835,"3-observation F51 tracklet 6.0 y from the orbit epoch fits jointly with the object's whole published record at 0.088763"" (baseline 0.062296"") with every observation used (3/3); coarse separation 39.6"" inside a 1128.4"" gate; extends the published arc by 1858 d. lost-object ambiguity"
611,C,"single tracklet, named caveat",2025 PA45,1,P112DjA@F51/n59047,F51,3,1854.7,-5.89,0.095896,0.081971,,"strict=Y published=Y tracklet-used=3/3 sep=29.4""/gate=1099.0""","lost-object claimant: 2014 SW291 (err 3083350.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkf626f4873d3ae32d,"3-observation F51 tracklet 5.9 y from the orbit epoch fits jointly with the object's whole published record at 0.095896"" (baseline 0.081971"") with every observation used (3/3); coarse separation 29.4"" inside a 1099.0"" gate; extends the published arc by 1855 d. lost-object ambiguity"
612,C,"single tracklet, named caveat",2025 NN198,1,P112KDf@F51/n59048,F51,4,1808.8,-5.89,0.09438,0.083585,,"strict=Y published=Y tracklet-used=4/4 sep=53.3""/gate=1098.4""","lost-object claimant: 2022 VO9 (err 9423.5""); 2014 DD112 (err 3241.25"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M8,STILL_LIVE,clean,lk5ae25801824a4e01,"4-observation F51 tracklet 5.9 y from the orbit epoch fits jointly with the object's whole published record at 0.09438"" (baseline 0.083585"") with every observation used (4/4); coarse separation 53.3"" inside a 1098.4"" gate; extends the published arc by 1809 d. lost-object ambiguity"
613,C,"single tracklet, named caveat",2025 PR214,1,P114ulW@F51/n59080,F51,3,1804.9,-5.8,0.12735,0.06505,,"strict=Y published=Y tracklet-used=3/3 sep=19.6""/gate=1082.2""","lost-object claimant: 2015 FN120 (err 13953.75"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk0b1ff202ee293e85,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.12735"" (baseline 0.06505"") with every observation used (3/3); coarse separation 19.6"" inside a 1082.2"" gate; extends the published arc by 1805 d. lost-object ambiguity"
614,C,"single tracklet, named caveat",2025 OV182,1,P1142KJ@F51/n59076,F51,3,1797.8,-5.81,0.11854,0.077841,,"strict=Y published=Y tracklet-used=3/3 sep=76.1""/gate=1084.3""","lost-object claimant: 2013 TQ25 (err 5571500.0""); 2019 DG1 (err 3319.65"")",RESOLVED_TO_CANDIDATE (2 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk947b3b60bef46f47,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.11854"" (baseline 0.077841"") with every observation used (3/3); coarse separation 76.1"" inside a 1084.3"" gate; extends the published arc by 1798 d. lost-object ambiguity"
615,C,"single tracklet, named caveat",2026 DD41,1,P11fcn8@F51/n59318,F51,3,1775.7,-5.15,0.032291,0.031563,,"strict=Y published=Y tracklet-used=3/3 sep=2.2""/gate=961.5""","lost-object claimant: 2023 TQ168 (err 33015.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lka5dd7705e6d1b25e,"3-observation F51 tracklet 5.2 y from the orbit epoch fits jointly with the object's whole published record at 0.032291"" (baseline 0.031563"") with every observation used (3/3); coarse separation 2.2"" inside a 961.5"" gate; extends the published arc by 1776 d. lost-object ambiguity"
616,C,"single tracklet, named caveat",2025 PA27,1,P116bq6@F51/n59107,F51,3,1766.8,-5.73,0.070013,0.057482,,"strict=Y published=Y tracklet-used=3/3 sep=11.1""/gate=269.0""","lost-object claimant: 2018 FX3 (err 755260.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk9fb90ef456322cb6,"3-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.070013"" (baseline 0.057482"") with every observation used (3/3); coarse separation 11.1"" inside a 269.0"" gate; extends the published arc by 1767 d. lost-object ambiguity"
617,C,"single tracklet, named caveat",2025 MD314,1,P114KNC@F51/n59084,F51,3,1762.8,-5.79,0.12511,0.089432,,"strict=Y published=Y tracklet-used=3/3 sep=41.9""/gate=1080.2""","lost-object claimant: 2020 PU98 (err 12046.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lk53d62f601a34315d,"3-observation F51 tracklet 5.8 y from the orbit epoch fits jointly with the object's whole published record at 0.12511"" (baseline 0.089432"") with every observation used (3/3); coarse separation 41.9"" inside a 1080.2"" gate; extends the published arc by 1763 d. lost-object ambiguity"
618,C,"single tracklet, named caveat",2025 PA60,1,P118Jq2@F51/n59144,F51,4,1757.8,-5.63,0.079271,0.070861,,"strict=Y published=Y tracklet-used=4/4 sep=18.9""/gate=1049.8""","lost-object claimant: 2014 OS486 (err 358495.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M8,STILL_LIVE,clean,lkdf561d3043633e6c,"4-observation F51 tracklet 5.6 y from the orbit epoch fits jointly with the object's whole published record at 0.079271"" (baseline 0.070861"") with every observation used (4/4); coarse separation 18.9"" inside a 1049.8"" gate; extends the published arc by 1758 d. lost-object ambiguity"
619,C,"single tracklet, named caveat",2025 NW268,1,P116jc5@F51/n59108,F51,4,1755.9,-5.73,0.10775,0.062737,,"strict=Y published=Y tracklet-used=4/4 sep=55.9""/gate=1068.0""","lost-object claimant: 2020 RR72 (err 2281.0"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lka1235abe24dc3548,"4-observation F51 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.10775"" (baseline 0.062737"") with every observation used (4/4); coarse separation 55.9"" inside a 1068.0"" gate; extends the published arc by 1756 d. lost-object ambiguity"
620,C,"single tracklet, named caveat",2025 NS5,1,P216yqp@F52/n59109,F52,3,1754.1,-5.72,0.093885,0.087686,,"strict=Y published=Y tracklet-used=3/3 sep=13.4""/gate=160.5""","lost-object claimant: 2022 AX38 (err 2180.9"")",RESOLVED_TO_CANDIDATE (1 claimant(s) fitted),M9-extension,STILL_LIVE,clean,lk96987c44e86589f1,"3-observation F52 tracklet 5.7 y from the orbit epoch fits jointly with the object's whole published record at 0.093885"" (baseline 0.087686"") with every observation used (3/3); coarse separation 13.4"" inside a 160.5"" gate; extends the published arc by 1754 d. lost-object ambiguity"
